Kingdom,Phylum,Class,Order,Family,Genus,Species
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,sp20340
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,sp20365
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,sp20397
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,sp20440
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,sp20452
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,sp20452-sp20594
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,sp20507
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,sp20537
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,sp20554
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,sp20576
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,sp20594
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,sp20622-sp20788
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,sp20685
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,sp20691
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,sp20725
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,sp20747
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,sp20764
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,sp20764-sp20856
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,sp20771
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,sp20776
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,sp20782
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,sp20820
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,sp20822
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,sp20831
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,sp20837
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,sp20855
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,sp20858
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,sp20859
Bacteria,Chloroflexi,Ardenticatenia,Ardenticatenales,NA,NA,sp20878
Bacteria,Chloroflexi,Ardenticatenia,Ardenticatenales,NA,NA,sp20880
Bacteria,Chloroflexi,Ardenticatenia,Ardenticatenales,NA,NA,sp20885
Bacteria,Chloroflexi,Ardenticatenia,Ardenticatenales,NA,NA,sp20886
Bacteria,Chloroflexi,Ardenticatenia,Ardenticatenales,NA,NA,sp20888
Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Litorilinea,sp21047
Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,NA,sp21051
Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,NA,sp21081
Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,NA,sp21086
Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,NA,sp21093
Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,NA,sp21124
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,*Chloroploca-Chloronema,sp21128-sp21148
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,*Chloroploca,sp21128
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,*Chloroploca,sp21131
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,*Chloroploca,sp21132
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,Chloronema,sp21147
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,Chloronema,sp21147-sp21148-sp21151
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,Chloronema,sp21150
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,Chloronema,sp21151
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,NA,NA,sp21160
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,NA,NA,sp21211
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Roseiflexus,sp21169
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Roseiflexus,sp21173
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Roseiflexus,sp21174
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Roseiflexus,sp21180
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Roseiflexus,sp21182
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Roseiflexus,sp21188
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Roseiflexus,sp21189-sp21190
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Roseiflexus,sp21190
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Roseiflexus,sp21192
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Roseiflexus,sp21200
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Roseiflexus,sp21204
Bacteria,Chloroflexi,Chloroflexia,Herpetosiphonales,Herpetosiphonaceae,Herpetosiphon,aurantiacus
Bacteria,Chloroflexi,Chloroflexia,Herpetosiphonales,Herpetosiphonaceae,Herpetosiphon,sp21219
Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,NA,NA,sp21222
Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,NA,NA,sp21223
Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,NA,NA,sp21227
Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,NA,NA,sp21228
Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,NA,NA,sp21229
Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,NA,NA,sp21230
Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,NA,NA,sp21231
Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,NA,NA,sp21233
Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,NA,NA,sp21234
Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,NA,NA,sp21235
Bacteria,Chloroflexi,Dehalococcoidia,NA,NA,NA,sp21262
Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Ktedonobacter,sp21585
Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,NA,sp21588
Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,NA,NA,sp21563-sp21567
Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,NA,NA,sp21565
Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Thermosporotrichaceae,NA,sp21605
Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Thermosporotrichaceae,NA,sp21609
Bacteria,Chloroflexi,Ktedonobacteria,NA,NA,NA,sp21497
Bacteria,Chloroflexi,Ktedonobacteria,NA,NA,NA,sp21502
Bacteria,Chloroflexi,Ktedonobacteria,NA,NA,NA,sp21503
Bacteria,Chloroflexi,Ktedonobacteria,NA,NA,NA,sp21503-sp21508
Bacteria,Chloroflexi,Ktedonobacteria,NA,NA,NA,sp21504
Bacteria,Chloroflexi,Ktedonobacteria,NA,NA,NA,sp21506
Bacteria,Chloroflexi,Ktedonobacteria,NA,NA,NA,sp21507
Bacteria,Chloroflexi,Ktedonobacteria,NA,NA,NA,sp21508
Bacteria,Chloroflexi,Ktedonobacteria,NA,NA,NA,sp21509
Bacteria,Chloroflexi,Ktedonobacteria,NA,NA,NA,sp21510
Bacteria,Chloroflexi,Ktedonobacteria,NA,NA,NA,sp21514
Bacteria,Chloroflexi,Ktedonobacteria,NA,NA,NA,sp21515
Bacteria,Chloroflexi,Ktedonobacteria,NA,NA,NA,sp21517
Bacteria,Chloroflexi,Ktedonobacteria,NA,NA,NA,sp21518
Bacteria,Chloroflexi,Ktedonobacteria,NA,NA,NA,sp21519
Bacteria,Chloroflexi,Ktedonobacteria,NA,NA,NA,sp21520
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21442
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21444
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21444-sp21445
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21446
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21449
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21450
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21452
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21454
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21462
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21465-sp21466
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21472
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21478
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21479
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21480
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21484
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21484-sp21491
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21486
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21487
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21487-sp21491
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21489
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21490
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21490-sp21491
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21491
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21493
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21635
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21636
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21637
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21645
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21646
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21652
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21658
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21786
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21788
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21805-sp21821
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21806
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21821
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21893
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21904
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21940
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21955
Bacteria,Chloroflexi,NA,NA,NA,NA,sp21977
Bacteria,Chloroflexi,NA,NA,NA,bacterium,sp21785
Bacteria,Chloroflexi,Thermomicrobia,NA,NA,NA,sp21835
Bacteria,Chloroflexi,Thermomicrobia,NA,NA,NA,sp21837
Bacteria,Chloroflexi,Thermomicrobia,NA,NA,NA,sp21837-sp21839
Bacteria,Chloroflexi,Thermomicrobia,NA,NA,NA,sp21838
Bacteria,Chloroflexi,Thermomicrobia,NA,NA,NA,sp21839
Bacteria,Chloroflexi,Thermomicrobia,NA,NA,NA,sp21840
Bacteria,Chloroflexi,Thermomicrobia,NA,NA,NA,sp21840-sp21841
Bacteria,Chloroflexi,Thermomicrobia,NA,NA,NA,sp21841
Bacteria,Chloroflexi,Thermomicrobia,NA,NA,NA,sp21842
Bacteria,Chloroflexi,Thermomicrobia,NA,NA,NA,sp21842-sp21846
Bacteria,Chloroflexi,Thermomicrobia,NA,NA,NA,sp21844
Bacteria,Chloroflexi,Thermomicrobia,NA,NA,NA,sp21845
Bacteria,Chloroflexi,Thermomicrobia,NA,NA,NA,sp21846
Bacteria,Chloroflexi,Thermomicrobia,NA,NA,NA,sp21847
Bacteria,Chloroflexi,Thermomicrobia,NA,NA,NA,sp21849
Bacteria,Chloroflexi,Thermomicrobia,NA,NA,bacterium,sp21836
Bacteria,Chloroflexi,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,Sphaerobacter,thermophilus
Bacteria,Cyanobacteria,Chloroplast,'Chlorella' mirabilis,'Chlorella' mirabilis,NA,sp21729
Bacteria,Cyanobacteria,Chloroplast,'Chlorella' mirabilis,'Chlorella' mirabilis,NA,sp21729-sp22790
Bacteria,Cyanobacteria,Chloroplast,Acacia ligulata,Acacia ligulata,Acacia,ligulata
Bacteria,Cyanobacteria,Chloroplast,Acutodesmus obliquus,NA,NA,sp22032
Bacteria,Cyanobacteria,Chloroplast,Acutodesmus obliquus,NA,NA,sp22032-sp22685
Bacteria,Cyanobacteria,Chloroplast,Amphora coffeaeformis,Amphora coffeaeformis,Amphora,coffeaeformis
Bacteria,Cyanobacteria,Chloroplast,Arachis hypogaea var. vulgaris,Arachis hypogaea var. vulgaris,Arachis,hypogaea-sp22861
Bacteria,Cyanobacteria,Chloroplast,Athetis lepigone,Athetis lepigone,NA,sp21750
Bacteria,Cyanobacteria,Chloroplast,Bacillaria paxillifer,Bacillaria paxillifer,Bacillaria,paxillifer
Bacteria,Cyanobacteria,Chloroplast,Boechera gunnisoniana,Boechera gunnisoniana,Boechera-Brassica,gunnisoniana-napus-sp21762
Bacteria,Cyanobacteria,Chloroplast,Cercis gigantea,Cercis gigantea,NA,sp21805-sp21806-sp21807
Bacteria,Cyanobacteria,Chloroplast,Chionographis japonica,Chionographis japonica,Chionographis,japonica
Bacteria,Cyanobacteria,Chloroplast,Chloroidium saccharophilum,Chloroidium saccharophilum,Chloroidium,saccharophilum
Bacteria,Cyanobacteria,Chloroplast,Chlorokybus atmophyticus,NA,NA,sp22127
Bacteria,Cyanobacteria,Chloroplast,Coccomyxa solorinae-saccatae,Coccomyxa solorinae-saccatae,NA,sp21825
Bacteria,Cyanobacteria,Chloroplast,Cosmarium botrytis,Cosmarium botrytis,Cosmarium,botrytis
Bacteria,Cyanobacteria,Chloroplast,Cymatopleura solea,Cymatopleura solea,Cymatopleura,solea
Bacteria,Cyanobacteria,Chloroplast,Cypripedium macranthos,Cypripedium macranthos,Cypripedium,macranthos
Bacteria,Cyanobacteria,Chloroplast,Cystopteris protrusa,Cystopteris protrusa,Cystopteris,protrusa
Bacteria,Cyanobacteria,Chloroplast,Desmochloris halophila,Desmochloris halophila,Desmochloris,halophila
Bacteria,Cyanobacteria,Chloroplast,Dickieia ulvacea,Dickieia ulvacea,Dickieia,sp22751-ulvacea
Bacteria,Cyanobacteria,Chloroplast,Dictyochloropsis reticulata,Dictyochloropsis reticulata,NA,sp21867
Bacteria,Cyanobacteria,Chloroplast,Ettlia pseudoalveolaris,Ettlia pseudoalveolaris,Ettlia,pseudoalveolaris
Bacteria,Cyanobacteria,Chloroplast,Gloeotilopsis sterilis,Gloeotilopsis sterilis,Gloeotilopsis,sterilis
Bacteria,Cyanobacteria,Chloroplast,Glycine soja,Glycine soja,Glycine,soja
Bacteria,Cyanobacteria,Chloroplast,Klebsormidium flaccidum,Klebsormidium flaccidum,Klebsormidium,flaccidum
Bacteria,Cyanobacteria,Chloroplast,Leptosira terrestris,NA,NA,sp22310
Bacteria,Cyanobacteria,Chloroplast,Lotus corniculatus,Lotus corniculatus,Lotus,corniculatus
Bacteria,Cyanobacteria,Chloroplast,Mesotaenium caldariorum,Mesotaenium caldariorum,NA,sp21992
Bacteria,Cyanobacteria,Chloroplast,Monoraphidium neglectum,Monoraphidium neglectum,NA,sp22011
Bacteria,Cyanobacteria,Chloroplast,Musa textilis,Musa textilis,Musa,textilis
Bacteria,Cyanobacteria,Chloroplast,Myrmecia israelensis,Myrmecia israelensis,Myrmecia,israelensis
Bacteria,Cyanobacteria,Chloroplast,NA,NA,Castanea,mollissima
Bacteria,Cyanobacteria,Chloroplast,NA,NA,Coccomyxa,subellipsoidea
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA,NA
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA,glauca
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA,melo
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA,melongena
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA,sp22653
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA,sp22661
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA,sp22667
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA,sp22674
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA,sp22678
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA,sp22714
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA,sp22716-sp22761
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA,sp22719
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA,sp22719-sp22779
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA,sp22719-sp22783
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA,sp22720-sp22761
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA,sp22770
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA,sp22775
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA,sp22776
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA,sp22783
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA,sp22790
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA,sp22805
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA,sp22816
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA,sp22835
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA,sp22851
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA,sp22867
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA,sp22889
Bacteria,Cyanobacteria,Chloroplast,NA,NA,Sugarcane,phytoplasma
Bacteria,Cyanobacteria,Chloroplast,NA,NA,Trifolium,repens
Bacteria,Cyanobacteria,Chloroplast,Nageia nagi,Nageia nagi,Nageia,nagi
Bacteria,Cyanobacteria,Chloroplast,Nanofrustulum shiloi,Nanofrustulum shiloi,Nanofrustulum,shiloi
Bacteria,Cyanobacteria,Chloroplast,Navicula phyllepta,Navicula phyllepta,Navicula,phyllepta
Bacteria,Cyanobacteria,Chloroplast,Neocystis brevis,Neocystis brevis,NA,sp22025
Bacteria,Cyanobacteria,Chloroplast,Nitzschia closterium,Nitzschia closterium,Nitzschia,closterium
Bacteria,Cyanobacteria,Chloroplast,Odontella sinensis,Odontella sinensis,NA,sp22044
Bacteria,Cyanobacteria,Chloroplast,Oophila amblystomatis,Oophila amblystomatis,NA,sp22046
Bacteria,Cyanobacteria,Chloroplast,Orthotrichum rogeri,Orthotrichum rogeri,Orthotrichum,rogeri
Bacteria,Cyanobacteria,Chloroplast,Oryza meyeriana,Oryza meyeriana,NA,sp22052
Bacteria,Cyanobacteria,Chloroplast,Pabia signiensis,Pabia signiensis,Pabia,signiensis
Bacteria,Cyanobacteria,Chloroplast,Parachlorella kessleri,Parachlorella kessleri,NA,sp22057
Bacteria,Cyanobacteria,Chloroplast,Pinus wallichiana,Pinus wallichiana,Pinus,wallichiana
Bacteria,Cyanobacteria,Chloroplast,Platanus occidentalis,Platanus occidentalis,Platanus,occidentalis
Bacteria,Cyanobacteria,Chloroplast,Platycladus orientalis,Platycladus orientalis,Platycladus,orientalis
Bacteria,Cyanobacteria,Chloroplast,Polypodium glycyrrhiza,Polypodium glycyrrhiza,NA,sp22089
Bacteria,Cyanobacteria,Chloroplast,Prototheca wickerhamii,Prototheca wickerhamii,NA,sp22096-sp22097
Bacteria,Cyanobacteria,Chloroplast,Pseudendoclonium akinetum,NA,NA,sp22506
Bacteria,Cyanobacteria,Chloroplast,Pyropia kanakaensis,Pyropia kanakaensis,NA,sp22107
Bacteria,Cyanobacteria,Chloroplast,Rubus hybrid cultivar,Rubus hybrid cultivar,Fragaria-Rubus,hybrid-x
Bacteria,Cyanobacteria,Chloroplast,Stichococcus bacillaris,Stichococcus bacillaris,Stichococcus,bacillaris
Bacteria,Cyanobacteria,Chloroplast,Tetraselmis striata,Tetraselmis striata,NA,sp22156
Bacteria,Cyanobacteria,Chloroplast,Thalassiosira punctigera,Thalassiosira punctigera,Thalassiosira,punctigera
Bacteria,Cyanobacteria,Chloroplast,Trifolium grandiflorum,Trifolium grandiflorum,Trifolium,grandiflorum
Bacteria,Cyanobacteria,Chloroplast,Xylochloris irregularis,Xylochloris irregularis,NA,sp22185
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Anabaena,cylindrica
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Anabaenopsis,circularis
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Arthrospira,sp23120
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Chamaesiphon,sp23129
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Coleofasciculus-Crinalium,chthonoplastes-sp23144-sp23449
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Crinalium,epipsammum
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Crinalium,sp23143
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Crinalium,sp23144
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Crinalium,sp23144-sp23151
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Crinalium,sp23145
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Cylindrospermum,sp23476
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Geitlerinema,sp23158
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Gloeotrichia,echinulata-sp23519-sp23637
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,antarctica
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,cf.
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,frigida
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,frigida-sp23217
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,sp23164
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,sp23164-sp23209
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,sp23174
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,sp23174-sp23225
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,sp23175
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,sp23175-sp23209
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,sp23176
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,sp23182
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,sp23184
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,sp23186
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,sp23189-sp23243
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,sp23190
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,sp23193-sp23208-sp23209
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,sp23198
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,sp23198-sp23202
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,sp23201
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,sp23201-sp23204
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,sp23202-sp23213
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,sp23208
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,sp23209
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,sp23213
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,sp23217
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,sp23220
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,sp23225
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,sp23227
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,sp23228
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,sp23232
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,sp23233
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,sp23243
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,sp23244
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,sp23246-sp23368-sp23438
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,sp23249
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Leptolyngbya,sp23250
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Limnothrix,redekei
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Microcoleus,sp23266
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Microcoleus,sp23268
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Microcoleus,sp23271
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Microcoleus,sp23272
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Microcoleus,vaginatus
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,NA,sp23381
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,NA,sp23382
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,NA,sp23387
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,NA,sp23391
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,NA,sp23397
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,NA,sp23428
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,NA,sp23438
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,NA,sp23441
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,NA,sp23452
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,NA,sp23455
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,NA,sp23477
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,NA,sp23487
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,NA,sp23488
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,NA,sp23510
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,NA,sp23519-sp23601
