#OTU ID	ESSE.222.0109	ESSE.222.0110	ESSE.222.0113	ESSE.222.0119	ESSE.222.0121	ESSE.222.0126	ESSE.222.0127	ESSE.222.0128	ESSE.222.0129	ESSE.222.0130	ESSE.222.0131	ESSE.222.0133	ESSE.222.0134	ESSE.222.0139	ESSE.222.0140
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Frankiaceae;g__Jatrophihabitans;s__sp6042	0.0	0.0	0.0	0.0	0.00106527212861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae;g__Blastococcus;s__aggregatus	0.0	0.0	0.0	0.0	0.00251791594034	0.0	0.0	0.0	0.000368776889982	0.0	0.0	0.0	0.000399990588457	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae;g__Blastococcus;s__endophyticus	0.0	0.0	0.0	0.0	0.000363160952934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae;g__Modestobacter;s__multiseptatus	0.0	0.0	0.0	0.0	0.000871586287042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae;g__Modestobacter;s__sp6084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000270436385986	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__NA;g__NA;s__sp6166	0.0	0.0	0.0	0.0	0.000605268254891	0.0	0.0	0.0	0.00140135218193	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Nakamurellaceae;g__Nakamurella;s__flavida	0.0	0.0	0.0	0.0	0.00249370521015	0.0	0.0	0.0	0.000491702519975	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Nakamurellaceae;g__Nakamurella;s__multipartita	0.0	0.0	0.0	0.0	0.000532636064304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Nakamurellaceae;g__Nakamurella;s__panacisegetis	0.0	0.0	0.0	0.0	0.000992639938021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Nakamurellaceae;g__Nakamurella;s__sp6101	0.0	0.0	0.0	0.0	0.000944218477629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Sporichthyaceae;g__Sporichthya;s__sp6109	0.0	0.0	0.0	0.0	0.00077474336626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Kineosporiales;f__Kineosporiaceae;g__Angustibacter;s__luteus	0.0	0.0	0.0	0.0	0.000314739492543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Kineosporiales;f__Kineosporiaceae;g__Kineococcus;s__radiotolerans	0.0	0.0	0.0	0.0	0.000290528762347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Kineosporiales;f__Kineosporiaceae;g__Kineosporia;s__sp6208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000516287645974	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Kineosporiales;f__Kineosporiaceae;g__NA;s__sp6223	0.0	0.0	0.0	0.0	0.000871586287042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Brevibacteriaceae;g__Brevibacterium;s__ammoniilyticum-avium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000592429163858	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Brevibacteriaceae;g__Brevibacterium;s__casei	0.0	0.0	0.0	0.0	0.00133159016076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Brevibacteriaceae;g__Brevibacterium;s__linens	0.0	0.0	0.0	0.0	0.000750532636064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Brevibacteriaceae;g__Brevibacterium;s__luteolum	0.0	0.0	0.0	0.0	0.00808638388534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Brevibacteriaceae;g__Brevibacterium;s__massiliense	0.0	0.0	0.0	0.0	0.00138001162115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Brevibacteriaceae;g__Brevibacterium;s__mcbrellneri	0.0	0.000340150516604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Brevibacteriaceae;g__Brevibacterium;s__mcbrellneri-paucivorans	0.000689693224454	0.0	0.0	0.0	0.000290528762347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas;s__NA	0.0	0.0	0.0	0.0	0.00138001162115	0.0	0.0	0.000510714796429	0.000712968653964	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermabacteraceae;g__Brachybacterium;s__conglomeratum-faecium-paraconglomeratum	0.0	0.0	0.0	0.000263552690265	0.0	0.0	0.0	0.000612857755715	0.0	0.0	0.0	0.0	0.0	0.000438929013208	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermabacteraceae;g__Brachybacterium;s__ginsengisoli	0.0	0.0	0.0	0.0	0.00280844470269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermabacteraceae;g__Brachybacterium;s__ginsengisoli-sacelli-squillarum	0.0	0.0	0.0	0.0	0.001113693589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermabacteraceae;g__Brachybacterium;s__muris	0.0	0.0	0.000504464510922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermabacteraceae;g__Brachybacterium;s__nesterenkovii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000309488018392	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermabacteraceae;g__Dermabacter;s__hominis	0.00143456190686	0.000659041625919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000645605578032
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermacoccaceae;g__Branchiibius;s__hedensis	0.0	0.0	0.0	0.0	0.0010894828588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermacoccaceae;g__Dermacoccus;s__abyssi-barathri-profundi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00118485832772	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermacoccaceae;g__Dermacoccus;s__nishinomiyaensis	0.0	0.0	0.000454018059829	0.0	0.00699690102653	0.0	0.0	0.00500500500501	0.0	0.0	0.0	0.0	0.00319992470765	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermatophilaceae;g__Kineosphaera;s__sp6431	0.0	0.0	0.0	0.0	0.000532636064304	0.0	0.0	0.000367714653429	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Knoellia;s__aerolata	0.0	0.0	0.0	0.0	0.00104106139841	0.0	0.0	0.0	0.00157344806392	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Knoellia;s__flava	0.0	0.0	0.0	0.0	0.000702111175673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Lapillicoccus;s__sp6479	0.0	0.0	0.0	0.0	0.00077474336626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__NA;s__NA	0.0	0.0	0.000983705796297	0.0	0.00242107301956	0.0	0.0	0.000388143245286	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Oryzihumus;s__terrae	0.0	0.0	0.0	0.0	0.00125895797017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Phycicoccus;s__dokdonensis	0.0	0.0	0.0	0.0	0.0016463296533	0.0	0.0	0.0	0.00115550092194	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Terrabacter;s__NA	0.0	0.0	0.0	0.0	0.00118632577959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Amnibacterium;s__kyonggiense	0.0	0.0	0.0	0.0	0.00159790819291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Curtobacterium;s__flaccumfaciens-oceanosedimentum	0.0	0.0	0.0	0.0	0.000798954096456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Frondihabitans;s__australicus	0.0	0.0	0.0	0.0	0.00159790819291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__aurum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039336201598	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__lacticum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000572000572001	0.0	0.0	0.0	0.0	0.000494106021035	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__pumilum	0.0	0.0	0.0	0.0	0.000702111175673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Pseudoclavibacter;s__bifida	0.0	0.000722819847783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Rathayibacter;s__festucae-iranicus-tritici	0.0	0.0	0.0	0.0	0.000338950222739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Salinibacterium;s__xinjiangense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00120467117394	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Subtercola;s__boreus	0.0	0.0	0.0	0.0	0.000581057524695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter;s__agilis	0.0	0.0	0.0	0.0	0.00130737943056	0.0	0.0	0.0	0.000540872771973	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter;s__crystallopoietes	0.0	0.0	0.0	0.0	0.000290528762347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter;s__halodurans-rhombi	0.0	0.0	0.0	0.0	0.013364323068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter-Glutamicibacter;s__arilaitensis-mysorens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000960143817287	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter-Pseudarthrobacter;s__NA	0.0	0.0	0.0	0.0	0.0016463296533	0.0	0.0	0.0	0.00127842655194	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Kocuria;s__assamensis-flava-palustris	0.0	0.0	0.0	0.0	0.0077474336626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Kocuria;s__assamensis-palustris	0.0	0.0	0.000454018059829	0.0	0.0	0.0	0.0	0.000633286347572	0.000663798401967	0.0	0.000309488018392	0.0	0.000352932872168	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Kocuria;s__atrinae-carniphila-gwangalliensis	0.0	0.0	0.0	0.0	0.00169475111369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Kocuria;s__kristinae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000950570342205	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Kocuria;s__rhizophila	0.0	0.0	0.0	0.0	0.0	0.000357185379212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Kocuria;s__rhizophila-salsicia	0.0	0.0	0.00272410835898	0.0	0.0120569436374	0.0	0.0	0.0	0.0	0.0	0.000795826333009	0.0	0.0	0.00045888033199	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Micrococcus;s__NA	0.0	0.00131808325184	0.010669424406	0.00293962616065	0.00227580863839	0.00180577052824	0.0	0.0	0.00240934234788	0.0	0.00117163321249	0.0	0.0	0.00512748892702	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Micrococcus;s__aloeverae	0.0	0.0	0.0110225495636	0.0	0.0	0.0	0.000488074017486	0.003289003289	0.0	0.0	0.0	0.00112244496081	0.00223524152373	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Rothia;s__aeria	0.0	0.0	0.000353125157645	0.0	0.00268739105171	0.0	0.0	0.000490286204572	0.00059004302397	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Rothia;s__dentocariosa	0.00267600971088	0.0039755091628	0.00136205417949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000353700592448	0.000255996219133	0.0	0.0	0.00101144873892
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Rothia;s__endophytica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000319606637984	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Rothia;s__mucilaginosa	0.0	0.0126280879289	0.00181607223932	0.0	0.0210633352702	0.000357185379212	0.000572956455309	0.00163428734857	0.000712968653964	0.0	0.0016579715271	0.0	0.000541163737324	0.00173576473405	0.00213049840751
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Rothia;s__nasimurium	0.0	0.0	0.0	0.0	0.000314739492543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__NA;g__NA;s__NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000319606637984	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Promicromonosporaceae;g__Cellulosimicrobium;s__cellulans-funkei	0.0	0.0	0.0	0.0	0.00254212667054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Actinoplanes;s__atraurantiacus	0.0	0.0	0.0	0.0	0.00145264381174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Actinoplanes;s__regularis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000306428877857	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Catelliglobosispora;s__sp7407	0.0	0.0	0.0	0.0	0.000266318032152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Micromonospora;s__sp7446	0.0	0.0	0.0	0.0	0.000653689715282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Micromonospora;s__sp7451	0.0	0.0	0.0	0.0	0.00203370133643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__NA;s__sp7471	0.0	0.0	0.0	0.0	0.000508425334108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Aeromicrobium;s__ginsengisoli-tamlense	0.0	0.0	0.0	0.0	0.00140422235135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola;s__scoriae	0.0	0.0	0.0	0.0	0.000363160952934	0.0	0.0	0.0	0.00211432083589	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola;s__sp7558	0.0	0.0	0.0	0.0	0.000314739492543	0.0	0.0	0.0	0.000467117393977	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola;s__sp7563	0.0	0.0	0.0	0.0	0.000363160952934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola;s__sp7575	0.0	0.0	0.0	0.0	0.00157369746272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__alpinus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000909649661955	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__aquaticus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000983405039951	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__aquiterrae	0.0	0.0	0.0	0.0	0.000750532636064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__halotolerans	0.0	0.0	0.0	0.0	0.00169475111369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__hwasunensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039336201598	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__islandensis	0.0	0.0	0.0	0.0	0.000871586287042	0.0	0.0	0.000224714510429	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__marinquilinus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000795826333009	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__mesophilus	0.0	0.0	0.0	0.0	0.00116211504939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__sp7655	0.0	0.0	0.0	0.0	0.00375266318032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__sp7658	0.0	0.0	0.0	0.0	0.00133159016076	0.0	0.0	0.000245143102286	0.000540872771973	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__sp7663	0.0	0.0	0.000529687736468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__sp7665	0.0	0.0	0.0	0.0	0.000266318032152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__sp7692	0.0	0.0	0.0	0.0	0.000363160952934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Friedmanniella;s__antarctica	0.0	0.0	0.0	0.0	0.000968429207825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Friedmanniella;s__okinawensis	0.0	0.0	0.0	0.0	0.00145264381174	0.0	0.0	0.0	0.000885064535956	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Friedmanniella;s__sp7717	0.0	0.0	0.0	0.0	0.000314739492543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Microlunatus;s__aurantiacus	0.0	0.0	0.0	0.0	0.000605268254891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Micropruina;s__sp7743	0.0	0.0	0.0	0.0	0.000266318032152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__acnes	0.562706907967	0.192992899358	0.292034505373	0.662530916758	0.147637032733	0.890185339525	0.738837959426	0.386529386529	0.747977873387	0.680232148312	0.871341409497	0.648162734827	0.76680548693	0.821555404812	0.641473702333
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__acnes-humerusii	0.0	0.000318891109316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000634413402571	0.0	0.0	0.0	0.0	0.00202289747783
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__avidum	0.0	0.0	0.0	0.0	0.00251791594034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__avidum-propionicum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042294226838	0.0	0.0	0.0	0.000319221100515	0.0
